"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006913","nucleocytoplasmic transport","121/4439","299/18842",0.404682274247492,1.71773449231161,6.94508362936477,4.54742922436751e-11,1.67118023995506e-08,1.67118023995506e-08,"TGFB1/NUP214/SNUPN/RBM33/ZC3H12A/EGR2/SMG1/BCL3/XBP1/ANP32A/SDAD1/LZTS2/IPO8/NUP88/STK3/SETD2/HIKESHI/NCBP1/NUP133/PHAX/DDX39B/NEAT1/HHEX/CFL1/BAG3/SQSTM1/FRAT1/SIRT7/SYK/NXT1/XPO6/NUP98/UPF1/ALYREF/PRICKLE1/NUP107/NOTCH1/SUMO1/PABPN1/THOC3/AHCTF1/ECT2/RPS15/NUP43/GPN3/EFCAB7/NXF1/IL1B/KHDRBS1/EIF4E/SMURF1/THOC2/NDC1/ZPR1/APPL1/NCBP2/TNPO2/MX2/GAS6/EMD/CDKN1A/POM121C/FAM53C/HNRNPA2B1/PCID2/CDKN2A/UFM1/DDX39A/NUP35/POM121/CDKN1B/XPOT/KPNA4/XPO1/HNRNPA1/NUP153/TARDBP/IPO9/NUP50/DDX19B/KPNA2/CASC3/EIF4ENIF1/MDFIC/AKIRIN2/FLNA/NUP42/NUP155/XPO5/CDK1/AKT1/NMD3/RITA1/RANGAP1/IWS1/GLE1/RANBP2/NUP160/RAB23/YTHDC1/SMAD3/RIOK2/HSP90AA1/SUFU/NFKBIA/RGS14/XPO7/TRAF3IP2/THOC6/ASF1A/NUP37/NUP205/ASF1B/WASHC4/NCBP3/PRKCD/SRSF3/TPR/ATF2/CSE1L/WNK1",121
"GO:0051169","nuclear transport","121/4439","299/18842",0.404682274247492,1.71773449231161,6.94508362936477,4.54742922436751e-11,1.67118023995506e-08,1.67118023995506e-08,"TGFB1/NUP214/SNUPN/RBM33/ZC3H12A/EGR2/SMG1/BCL3/XBP1/ANP32A/SDAD1/LZTS2/IPO8/NUP88/STK3/SETD2/HIKESHI/NCBP1/NUP133/PHAX/DDX39B/NEAT1/HHEX/CFL1/BAG3/SQSTM1/FRAT1/SIRT7/SYK/NXT1/XPO6/NUP98/UPF1/ALYREF/PRICKLE1/NUP107/NOTCH1/SUMO1/PABPN1/THOC3/AHCTF1/ECT2/RPS15/NUP43/GPN3/EFCAB7/NXF1/IL1B/KHDRBS1/EIF4E/SMURF1/THOC2/NDC1/ZPR1/APPL1/NCBP2/TNPO2/MX2/GAS6/EMD/CDKN1A/POM121C/FAM53C/HNRNPA2B1/PCID2/CDKN2A/UFM1/DDX39A/NUP35/POM121/CDKN1B/XPOT/KPNA4/XPO1/HNRNPA1/NUP153/TARDBP/IPO9/NUP50/DDX19B/KPNA2/CASC3/EIF4ENIF1/MDFIC/AKIRIN2/FLNA/NUP42/NUP155/XPO5/CDK1/AKT1/NMD3/RITA1/RANGAP1/IWS1/GLE1/RANBP2/NUP160/RAB23/YTHDC1/SMAD3/RIOK2/HSP90AA1/SUFU/NFKBIA/RGS14/XPO7/TRAF3IP2/THOC6/ASF1A/NUP37/NUP205/ASF1B/WASHC4/NCBP3/PRKCD/SRSF3/TPR/ATF2/CSE1L/WNK1",121
"GO:0002833","positive regulation of response to biotic stimulus","159/4439","424/18842",0.375,1.59174363595404,6.84168944258748,5.66026475447922e-11,1.95778569154928e-08,1.95778569154928e-08,"ADAM8/LAMP1/RELA/PUM2/DDX3X/EREG/NLRC4/MAP3K7/POLR3B/RTN4/TRIM5/KAT5/GRN/RNF125/RNF170/CSNK1A1/DDX41/CGAS/ZNFX1/PARP1/SLC15A3/TNFAIP3/CYLD/CARD8/XRCC5/PAK1/HAVCR2/FPR2/OASL/TRIM25/IKBKB/SFPQ/FCRL3/IRF1/HMGB2/RALB/HSP90B1/IRF7/SPI1/SQSTM1/CD226/MAPKAPK2/CLPB/WNT5A/SCIMP/IRF5/CCL5/PRKAA1/SYK/NLRP1/NLRP3/ZNRF1/TRIM3/KLRD1/HLA-E/NLRC5/CYBA/GBP5/IFI16/SIGLEC16/CACTIN/PPP2CA/GBP2/CLEC7A/RNF39/LATS1/NINJ1/HSPA1B/NLRP6/FFAR2/BCL10/MSR1/BRCC3/BMP6/HLA-C/TRIM62/MEFV/APPL1/SLC46A2/CASP6/NFKBIZ/MNDA/ACOD1/TRAF3IP3/ABHD17A/ANKRD17/AP1G1/TASL/RPS19/IRAK3/IRAK4/UFD1/IKBKE/HLA-F/TLR2/PUM1/CCDC134/RNF34/NEK7/TNF/NR1D1/PAK2/ARRB2/TRIM11/TICAM1/IFI35/KCNK6/BIRC3/PLD3/AKIRIN2/ZDHHC18/PIK3C3/PRKDC/CD14/RBM14/NLRX1/AKT1/IRAK1/TNIP3/NOP53/F2RL1/GDI1/SRC/TLR8/NECTIN2/TNIP2/IRF2/UNC93B1/MAPKAPK3/CRTAM/HSP90AA1/ZC3HAV1/EPG5/SLC15A4/RNF115/LYN/ERBIN/TLR4/NFKBIA/PJA2/RNF185/IRAK2/PSPC1/RIPK2/HSPA8/AIM2/ZDHHC9/MYD88/RIOK3/DHX33/HSPA1A/SLC15A2/IFNB1/TRIM41/TLR5/RPS6KA3/SMPDL3A/LTF/CD160",159
"GO:0002237","response to molecule of bacterial origin","126/4439","319/18842",0.394984326018809,1.6765700993121,6.76582165231131,1.21511228607878e-10,3.96936680119069e-08,3.96936680119068e-08,"CD80/HDAC2/IL1A/ZC3H12A/RELA/SELENOS/XBP1/CTR9/CEBPB/PPARD/TRIM5/CD40/CASP9/CCL2/ALPL/CSF3/CSF2/CSF2RB/AKAP8/FCAR/E2F1/CD55/TNFAIP3/CARD8/ADAM9/HAVCR2/NR4A1/CXCL5/HMGB2/SPI1/ALAD/MAPKAPK2/MAP2K7/WNT5A/CCR7/SCIMP/OTUD5/IRF5/CCR5/TRIB1/UPF1/SLC7A5/NLRP3/NOTCH1/EDN1/PABPN1/GBP5/GCH1/CXCL2/SLPI/CACTIN/ADAM17/GBP2/LCN2/ARID5A/SLC22A4/MEF2C/BCL10/MAPK14/LGALS9/FOS/IL1B/IL18BP/JUND/BMP6/NFKBIB/PDE4B/NFKBIZ/ACOD1/IRAK3/IRAK4/PTPN6/EDNRB/CEBPE/RAC1/GBP3/AHR/TLR2/TNF/NR1D1/LILRB2/LIAS/TICAM1/CYP27B1/CD14/IL10/IRAK1/TNIP3/ADAMTS13/MMP9/CXCL8/HNRNPA0/VIM/RHOA/NFKB2/SIGIRR/TNIP2/SOD2/MAPKAPK3/ABCA1/SMAD3/FER/RARA/LYN/ERBIN/TLR4/SLC11A1/IRAK2/CXCL6/PTAFR/MYD88/NOCT/LOXL1/SERPINE1/CDK19/SBNO2/PRDX3/MMP8/ZFP36/TRIM41/SMAD6/IL6/AXL/RPS6KA3/LTF/MAP2K3",126
"GO:0002218","activation of innate immune response","128/4439","326/18842",0.392638036809816,1.6666109235347,6.74024537307474,1.37719872537868e-10,4.26206763432982e-08,4.26206763432982e-08,"RELA/PUM2/DDX3X/NLRC4/MAP3K7/RTN4/TRIM5/RNF125/RNF170/CSNK1A1/DDX41/CGAS/ZNFX1/PARP1/SLC15A3/TNFAIP3/CYLD/CARD8/XRCC5/PAK1/HAVCR2/OASL/TRIM25/IKBKB/SFPQ/FCRL3/IRF1/HSP90B1/IRF7/SQSTM1/MAPKAPK2/CLPB/SCIMP/IRF5/SYK/NLRP1/NLRP3/ZNRF1/TRIM3/KLRD1/CYBA/GBP5/IFI16/CACTIN/PPP2CA/GBP2/CLEC7A/RNF39/LATS1/NINJ1/HSPA1B/NLRP6/FFAR2/BCL10/MSR1/BRCC3/MEFV/APPL1/SLC46A2/CASP6/NFKBIZ/MNDA/ACOD1/TRAF3IP3/ABHD17A/ANKRD17/TASL/IRAK3/IRAK4/UFD1/IKBKE/TLR2/PUM1/CCDC134/RNF34/NEK7/TNF/NR1D1/PAK2/ARRB2/TRIM11/TICAM1/IFI35/KCNK6/BIRC3/PLD3/ZDHHC18/PRKDC/CD14/RBM14/NLRX1/AKT1/IRAK1/TNIP3/NOP53/F2RL1/GDI1/SRC/TLR8/TNIP2/IRF2/UNC93B1/MAPKAPK3/HSP90AA1/ZC3HAV1/EPG5/SLC15A4/RNF115/LYN/ERBIN/TLR4/NFKBIA/PJA2/IRAK2/PSPC1/RIPK2/HSPA8/AIM2/ZDHHC9/MYD88/RIOK3/DHX33/HSPA1A/SLC15A2/TLR5/RPS6KA3/SMPDL3A/LTF",128
"GO:0097193","intrinsic apoptotic signaling pathway","118/4439","294/18842",0.401360544217687,1.70363491195081,6.75057191236009,1.45617891929487e-10,4.28116602272691e-08,4.28116602272691e-08,"TAF9/ACKR3/BCL2A1/DDX3X/FBXO7/SELENOS/BCL3/XBP1/CEBPB/BCL2/CASP9/ARHGEF2/CLU/COA8/BCLAF1/AEN/E2F1/ARL6IP5/PARP1/CYLD/CARD8/PML/SFPQ/SNAI1/FBH1/IKBKG/YBX3/APAF1/DDIT4/CD74/PPP1R15A/MYC/RRP8/NCK1/ZNF385A/NLRP1/HSPB1/NOC2L/NKX3-1/BAX/IFI16/DDIAS/MUC1/MIR132/TMBIM6/USP28/BCL2L2/MCL1/CTNNB1/CYCS/CHEK2/FCGR2B/DAXX/BID/TP53BP2/CASP6/HTRA2/CDKN1A/PTPN1/AIFM1/CUL2/FBXW7/ATP2A3/IKBKE/PHLDA3/PTGS2/MAP2K4/ARMC10/PPIF/CASP2/TNF/ITPR1/CCAR2/TRIB3/PDCD10/BRCA1/HYOU1/DDX5/BIRC3/ATM/LAPTM5/PRKDC/IL10/AKT1/MAPK7/MMP9/IFI6/BBC3/SRC/LRRK2/NFE2L2/HIF1A/SOD2/PLAUR/SGMS1/CUL4A/KDM1A/BAG6/GSKIP/TRIAP1/DDIT3/MOAP1/ATAD5/EIF5A/CDKN2D/ATP2A1/HSPA1A/ERN1/QRICH1/TP53/ENO1/PRKCD/HIC1/ATF4/ATF2/SELENOK/TNFRSF10B/PMAIP1",118
"GO:0140694","membraneless organelle assembly","158/4439","427/18842",0.370023419203747,1.57061979379072,6.62129557676091,2.07344755896841e-10,5.80565316511155e-08,5.80565316511155e-08,"GTPBP6/LSM14A/HAUS1/WASHC5/CCDC57/DDX3X/HAUS7/DBNL/PLEC/CEP295NL/SMC1A/DDX6/MALSU1/EZR/LZTS2/CEP135/TRIM37/RRS1/MAP10/CSF2/NASP/TIA1/FUS/XRCC5/PTEN/NOP2/SMAD4/HAUS6/TMOD3/TMOD4/TFB1M/CSNK1D/POC5/MTERF3/NBDY/SQSTM1/CENPN/G3BP2/PRKAA1/NCOR1/TUBGCP2/EML3/MDN1/SQLE/PRICKLE1/CEP295/NAT9/ZNF574/EDN1/EDC3/HAUS8/CAPRIN1/CNOT1/H3-3B/MOSPD2/RPS15/NSUN4/WDR90/HSPA1B/CHMP1B/CIRBP/CCP110/BRIX1/ATXN2/INCENP/CHEK2/WDR1/ZFYVE1/CEP152/DYNC1H1/DHX29/CEP76/RACGAP1/RIPOR2/RPS19/KIF2A/SMC3/GTPBP10/SUGT1/H3-3A/MAPRE1/BIN2/CEP192/CNOT6/HAUS5/KIAA0753/PLK4/OGFOD1/MYBPC3/TCAP/TUBGCP4/NEK7/TNF/CENPC/SPAG5/MYOM1/BRCA1/HNRNPU/CHMP1A/CCDC66/AGO2/SENP6/EIF4ENIF1/FLNA/EIF2S1/CHMP7/PRKDC/RBM14/CEP44/NOP53/LSM14B/RHOA/DAZAP2/FSCN1/DDX28/HECA/DHX37/CEP97/RC3H1/KIF23/JMJD6/AUP1/YTHDF3/DRG1/FARP2/EIF5/PISD/USP10/EIF5B/CEP63/PSPC1/PIBF1/CEP120/PPP1R35/CHMP4BP1/CHMP2A/MIS12/SASS6/CLASP1/SBDS/HSPA1A/GPSM2/MIS18BP1/TNNT3/ABRAXAS1/LDAF1/TMOD2/METTL17/ALMS1/ADPRHL1/TPR/KIF11/NEB/NDC80/CHMP4B/MYL9/EFL1/WNK1",158
"GO:0008380","RNA splicing","177/4439","492/18842",0.359756097560976,1.52703861010225,6.57620005176317,2.34809429334905e-10,6.27581565676928e-08,6.27581565676928e-08,"TAF9/SF3B1/ZBTB7A/DHX40/GRSF1/HNRNPUL2/GPATCH1/MTREX/SDE2/PRPF39/RBM4B/PPIL2/SNIP1/ATXN7L3/RBM6/ZRSR2/ILF3/BUD13/SCAF1/DDX41/TIA1/DHX15/HNRNPA3/PUF60/FUS/NCBP1/MBNL3/GCFC2/HNRNPK/YBX1/SFPQ/DDX39B/RBM28/YJU2/WBP11/CWC27/SF3B3/FRA10AC1/SNRPD3/DCPS/LSM6/LARP7/SREK1IP1/NUP98/RBM42/DDX1/CDK13/GEMIN5/ALYREF/LSM10/CWF19L2/SAP30BP/HNRNPR/THOC3/TAF12/PTBP1/PPP1R9B/TMBIM6/CACTIN/SUPT7L/RALY/SRSF7/SUPT20H/CDK12/SF3A2/CLASRP/RBMXL1/SNRPA1/PUS7/CIRBP/IVNS1ABP/SRSF2/GEMIN2/KHDRBS1/RBM23/RBM39/SRPK2/PABPC1/THOC2/ESRP2/SNRPB/SRSF5/RBM41/PSIP1/ZPR1/NCBP2/USB1/HNRNPA2B1/LGALS3/RNVU1-15/GEMIN6/ZC3H14/CCNL1/ZC3H13/SF1/DDX39A/WBP4/RNF113A/ZNF638/U2AF1L4/CLK2/HNRNPC/ECD/PRPF4/HNRNPA1/PDCD7/CCAR2/TARDBP/HNRNPU/H1-2/SRSF1/HNRNPM/DDX5/RNPS1/CASC3/SETX/SF3B4/DAZAP1/RBM14/SF3A3/WTAP/PPP1R8/DBR1/PLRG1/SYNCRIP/SNRNP40/LUC7L2/USP22/IWS1/ESS2/TSEN2/DYRK1A/TFIP11/YTHDC1/SNRNP70/JMJD6/TRRAP/CELF2/MPHOSPH10/HNRNPUL1/TAF10/CDK11B/RNU5F-1/SNRNP48/SRSF6/HSPA8/SRSF11/HNRNPL/THOC6/KHDC4/SART1/STRAP/DDX42/HNRNPH2/DHX8/DDX23/RNU5A-1/AHNAK/FAM50A/PRPF3/RP9/NKAP/RNVU1-3/DHX38/TXNL4A/HSPA1A/XAB2/USP39/ERN1/PTBP3/SRSF3/CWC25/DDX46/CLNS1A/YJU2B/SRSF9/ARMC7",177
"GO:0034341","response to type II interferon","56/4439","109/18842",0.513761467889908,2.18073745843245,6.86326851982398,2.62802452604954e-10,6.57519874652495e-08,6.57519874652495e-08,"GBP1/PIM1/CD40/CCL2/CCL3/FCAR/NR1H2/IFNGR1/IFITM1/GAPDH/IRF1/TRIM21/CD74/PSMB2/WNT5A/EPRS1/CCL5/SLC22A5/IFITM2/PDE12/HLA-DPA1/NLRC5/EDN1/DNAJA3/GBP5/GCH1/CDC37/GBP2/NUB1/LGALS9/TYK2/MEFV/ACOD1/GBP3/TLR2/PSMA7/IL12RB1/CXCL16/TNF/IFNGR2/CYP27B1/ZNF697/ADAMTS13/IFITM3/SYNCRIP/SLC26A6/PPARG/SEC61A1/RAF1/TLR4/SLC11A1/PSMA1/PSMB4/PSMA6/TP53/RPS6KB1",56
"GO:0007033","vacuole organization","97/4439","230/18842",0.421739130434783,1.79013487173962,6.69324453955144,2.68375459041835e-10,6.57519874652495e-08,6.57519874652495e-08,"MAP1LC3B/ATP6AP1/ATG3/STBD1/LAMP1/HPS1/ATP6V1A/VPS33A/GRN/TMEM106B/ATG4C/ATP2A2/VPS35/NSFL1C/MCOLN1/TFE3/SNAPIN/RALB/BAG3/ATP6V0C/ATG4D/TBC1D14/AP5B1/TMEM165/RAB3GAP2/MAP1LC3A/TFEB/RAB43/RAB33B/IRGQ/RAB14/FNIP1/ATG2A/SNX4/CHMP1B/TOM1/GABARAPL1/MAP1LC3B2/CHEK2/UBXN2B/HOOK3/SMURF1/RAB1B/MTOR/VPS11/USP33/RAB34/ATP6V1F/ATP6V0B/TASL/OSBPL11/PIP4K2A/ZKSCAN3/TP53INP2/DNAJC16/ATG101/VIPAS39/ARL8B/TCIRG1/CHMP1A/RAB5A/ATM/PIP4K2B/CHMP7/PIK3C3/PHF23/PACS2/SMCR8/AP5M1/TBC1D12/RAB23/LRRK2/SLC7A11/ABCA1/MFN2/PI4KB/VPS16/MFSD8/VPS54/GNPTAB/VPS18/PPP3CB/ATP6V1H/TMEM175/WDR45B/RETREG3/TMEM41B/STX17/AP5Z1/SPG11/CHMP2A/MOAP1/WIPI1/RAB1A/ATF2/ULK1/CHMP4B",97
"GO:0051249","regulation of lymphocyte activation","165/4439","453/18842",0.364238410596026,1.54606445876331,6.5310351698222,3.30719616630672e-10,7.66870716239614e-08,7.66870716239614e-08,"TGFB1/ZFP36L2/ADAM8/CD80/INPP5D/CUL4B/IL1A/TNFSF8/TNFRSF14/PMS2/ZC3H12A/VAV3/XBP1/CEBPB/ZC3H8/BCL2/SMAD7/ZNF335/CCL2/KAT5/SOCS5/CD81/NFKBID/CD55/PAG1/IL23A/TNFAIP3/HAVCR2/BRD2/CD22/ZMIZ1/FCRL3/IRF1/PIK3R6/PDCD1/CD5/THEMIS2/BRD7/TNFRSF21/CD74/SPI1/CD70/ARID1A/MSH2/PSMB2/CCR7/SLAMF1/CCL5/PRKAA1/MAD2L2/CBL/NCK1/SYK/HSPH1/CLCF1/SASH3/IL27RA/ACTB/NLRP3/ID2/KLRD1/HLA-DPA1/HLA-E/PBRM1/GPR183/HFE/TMEM131L/HLA-A/MICA/CLEC7A/RUNX1/HLA-DMA/TNFRSF4/SAMSN1/IL2RG/MEF2C/EBI3/FOXO3/ZFP36L1/LGALS9/SLC7A1/SMARCA4/IL1B/FCGR2B/TYK2/MTOR/PRELID1/PRKAR1A/CD69/HLA-DPB1/ARID1B/JAK3/MAP3K8/BCL6/GAS6/NFKBIZ/MNDA/HLA-DRA/RIPOR2/CCR2/DUSP10/LGALS3/PCID2/PTPN6/CDKN2A/SMARCC2/IL27/PRNP/SDC4/AHR/PRDM1/RAC2/CLPTM1/PSMA7/IL12RB1/LILRB2/IL4I1/SMARCA2/SOCS1/CD276/TNFAIP8L2/IL7/ATM/TFRC/AKIRIN2/LAPTM5/PRKDC/IL10/AKT1/LAX1/DUSP3/RHOA/ACTL6A/SRC/TNIP2/RC3H1/TNFSF18/CRTAM/RARA/SLC15A4/LYN/CUL4A/RHOH/SOX4/LILRB4/PSMA1/PSMB4/PSMA6/PIBF1/SMARCD2/PNP/SART1/NKAP/LGALS1/DCAF15/ZBTB16/IFNB1/IL6/NEDD9/AXL/KLHL25/DDA1/SMARCD1/VAV1/CD160",165
"GO:0051236","establishment of RNA localization","76/4439","167/18842",0.455089820359281,1.93169686758495,6.71383451894289,3.50391723654762e-10,7.66870716239614e-08,7.66870716239614e-08,"NUP214/SNUPN/RBM33/ARC/SMG1/UPF3B/NUP88/SETD2/TERF1/NCBP1/NUP133/YBX1/HSF1/MVP/PHAX/DDX39B/MRPL18/NEAT1/HHEX/G3BP2/NXT1/NUP98/UPF1/ALYREF/NUP107/BICD2/PABPN1/THOC3/AHCTF1/SRSF7/NUP43/ZFP36L1/ATXN2/NXF1/KHDRBS1/EIF4E/FXR2/THOC2/NDC1/NCBP2/MX2/POM121C/HNRNPA2B1/PCID2/DDX39A/NUP35/POM121/XPOT/XPO1/HNRNPA1/NUP153/NUP50/SRSF1/DDX19B/CASC3/ATM/NUP42/NUP155/XPO5/SLBP/IWS1/GLE1/RANBP2/NUP160/YTHDC1/LRPPRC/ZC3H3/THOC6/NUP37/NUP205/NCBP3/SRSF3/ZFP36/TPR/CKAP5/WNK1",76
"GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","84/4439","191/18842",0.43979057591623,1.8667569343126,6.68391647852501,3.52134512559006e-10,7.66870716239614e-08,7.66870716239614e-08,"RELA/PUM2/DDX3X/MAP3K7/RTN4/RNF125/RNF170/CSNK1A1/DDX41/CGAS/PARP1/SLC15A3/TNFAIP3/CYLD/CARD8/HAVCR2/OASL/TRIM25/IKBKB/FCRL3/IRF1/IRF7/CLPB/SCIMP/IRF5/SYK/NLRP1/NLRP3/TRIM3/GBP5/IFI16/PPP2CA/GBP2/RNF39/LATS1/HSPA1B/NLRP6/MSR1/BRCC3/MEFV/SLC46A2/TRAF3IP3/ABHD17A/ANKRD17/TASL/IRAK4/UFD1/PUM1/RNF34/NEK7/TNF/TRIM11/TICAM1/KCNK6/BIRC3/PLD3/ZDHHC18/PRKDC/NLRX1/AKT1/IRAK1/NOP53/F2RL1/SRC/TLR8/TNIP2/IRF2/UNC93B1/ZC3HAV1/EPG5/SLC15A4/LYN/ERBIN/TLR4/IRAK2/RIPK2/HSPA8/ZDHHC9/MYD88/RIOK3/DHX33/HSPA1A/SLC15A2/SMPDL3A",84
"GO:1901987","regulation of cell cycle phase transition","166/4439","459/18842",0.361655773420479,1.53510206866156,6.44321830446421,5.41753653527318e-10,1.13768267240737e-07,1.13768267240737e-07,"TGFB1/TRIM39/ZFP36L2/CUL4B/RGCC/RPA2/RASSF1/DDX3X/APBB1/SDE2/FHL1/RRM2/PIM1/CPSF3/CCL2/MIR221/TAOK3/INTS7/DOT1L/KLF11/ESPL1/LSM11/BUB3/ATF5/E2F1/SIRT2/RB1/ANAPC7/PRMT2/PTEN/CCND1/DBF4/STK38/RAD21/DPF2/MIR193A/BRD7/FBXO4/MRNIP/TMEM14B/SKP1/ARID1A/PSMB2/TIPRL/DYNLT1/STK35/MAD2L2/CRLF3/CDC25B/MRE11/CDK16/RCC2/ACTB/LSM10/ID2/EZH2/PBRM1/CDC7/PPP1R9B/JADE1/EIF4G1/MUC1/USP28/PPP2CA/ADAM17/PDIK1L/DBF4B/PSMB6/ZFP36L1/BRCC3/INCENP/CHEK2/CCND2/SMARCA4/HINFP/XPC/FEM1B/APC/DYNC1H1/TTK/ARID1B/APPL1/PAGR1/CDKN1A/ANKRD17/GTPBP4/FBXW7/ZNF16/PTPN6/CDKN2A/SMARCC2/GEN1/DYNLT3/DTX3L/MBLAC1/TTI1/CDKN1B/BCL7A/TELO2/ZNF655/ZW10/DYNC1LI1/ETAA1/PSMA7/TOPBP1/CCAR2/SMARCA2/GPR132/BRCA1/TEX14/RAD17/ERCC3/FZR1/ATM/MN1/CDK1/PRKDC/AKT1/MBTPS2/NOP53/DCUN1D3/INTS3/TMSB4X/RFC5/ACTL6A/ATP2B4/PLK3/RAD50/TAF1/RIOK2/PABIR1/RBL2/WEE1/LYN/PSME1/CUL4A/TAOK1/NABP1/PSMA1/PSMB4/SUSD2/TRIAP1/RDX/PSMA6/CEP63/EME2/MDC1/SMARCD2/DYNC1I2/ATAD5/SASS6/ING4/CDKN2D/BCL7B/ATRIP/TAOK2/TP53/ABRAXAS1/CDC23/MACROH2A1/TPR/MIIP/ATF2/DYNLL1/SMARCD1/NDC80",166
"GO:0044843","cell cycle G1/S phase transition","107/4439","265/18842",0.40377358490566,1.71387742437316,6.49720936223212,6.9124190268558e-10,1.40155254751421e-07,1.40155254751421e-07,"TRIM39/CUL4B/RGCC/RPA2/RASSF1/DDX3X/APBB1/SDE2/FHL1/RRM2/PIM1/CPSF3/CCL2/MAP3K11/MIR221/TRIM71/KLF11/LSM11/SKP2/CCNJL/E2F1/RB1/PRMT2/PTEN/CCND1/DBF4/DPF2/MIR193A/BRD7/TMEM14B/SKP1/ARID1A/PSMB2/MYC/CRLF3/ACTB/LSM10/ID2/EZH2/NPAT/PBRM1/CDC7/JADE1/EIF4G1/MUC1/PPP2CA/ADAM17/USP37/LATS1/PSMB6/ZNF324/CCND2/SMARCA4/HINFP/KHDRBS1/EIF4E/APC/ARID1B/APPL1/PAGR1/CDKN1A/ANKRD17/PIAS1/CUL2/FBXW7/PTPN6/CDKN2A/SMARCC2/PHF8/MBLAC1/CDKN1B/BCL7A/ZNF655/PSMA7/SMARCA2/GPR132/CCNA1/MN1/CDK1/PRKDC/AKT1/DCUN1D3/TMSB4X/ACTL6A/ATP2B4/PLK3/TAF1/GSPT1/RBL2/WEE1/PSME1/CUL4A/CCNI/PSMA1/PSMB4/SUSD2/TRIAP1/RDX/PSMA6/SMARCD2/CDK6/SASS6/CDKN2D/BCL7B/TP53/RPS6KB1/SMARCD1",107
"GO:0002221","pattern recognition receptor signaling pathway","115/4439","291/18842",0.395189003436426,1.67743888325054,6.46548367009181,7.47989882899763e-10,1.44268932028447e-07,1.44268932028447e-07,"RELA/PUM2/DDX3X/NLRC4/MAP3K7/RTN4/RNF125/RNF170/CSNK1A1/DDX41/CGAS/PARP1/SLC15A3/TNFAIP3/CYLD/CARD8/HAVCR2/OASL/TRIM25/IKBKB/FCRL3/IRF1/HSP90B1/IRF7/SQSTM1/MAPKAPK2/CLPB/SCIMP/IRF5/SYK/NLRP1/NLRP3/ZNRF1/TRIM3/CYBA/GBP5/IFI16/CACTIN/PPP2CA/GBP2/CLEC7A/RNF39/LATS1/NINJ1/HSPA1B/NLRP6/FFAR2/BCL10/MSR1/BRCC3/MEFV/APPL1/SLC46A2/NFKBIZ/ACOD1/TRAF3IP3/ABHD17A/ANKRD17/TASL/IRAK3/IRAK4/UFD1/TLR2/PUM1/CCDC134/RNF34/NEK7/TNF/NR1D1/ARRB2/TRIM11/TICAM1/IFI35/KCNK6/BIRC3/PLD3/ZDHHC18/PRKDC/CD14/NLRX1/AKT1/IRAK1/TNIP3/NOP53/F2RL1/GDI1/SRC/TLR8/TNIP2/IRF2/UNC93B1/MAPKAPK3/ZC3HAV1/EPG5/SLC15A4/RNF115/LYN/ERBIN/TLR4/NFKBIA/PJA2/IRAK2/RIPK2/HSPA8/AIM2/ZDHHC9/MYD88/RIOK3/DHX33/HSPA1A/SLC15A2/TLR5/RPS6KA3/SMPDL3A/LTF",115
"GO:0051028","mRNA transport","65/4439","137/18842",0.474452554744526,2.01388489220463,6.61208070795349,7.81530900582235e-10,1.44268932028447e-07,1.44268932028447e-07,"NUP214/RBM33/ARC/SMG1/UPF3B/NUP88/SETD2/NCBP1/NUP133/HSF1/MVP/DDX39B/NEAT1/HHEX/G3BP2/NXT1/NUP98/UPF1/ALYREF/NUP107/BICD2/PABPN1/THOC3/AHCTF1/SRSF7/NUP43/ZFP36L1/NXF1/EIF4E/FXR2/THOC2/NDC1/NCBP2/MX2/POM121C/HNRNPA2B1/PCID2/DDX39A/NUP35/POM121/XPO1/HNRNPA1/NUP153/NUP50/SRSF1/DDX19B/CASC3/NUP42/NUP155/SLBP/IWS1/GLE1/RANBP2/NUP160/YTHDC1/LRPPRC/ZC3H3/THOC6/NUP37/NUP205/NCBP3/SRSF3/ZFP36/TPR/WNK1",65
